seam: 883
Timestamp; SEAM_LENGTH_MM;Timestamp; OCT_AVERAGE_SENSOR_BRIGHTNESS;Timestamp; OCT_OVEREXPOSED_POINTS;Timestamp; WELDING_DEPTH_SURFACE_2;Timestamp; OCT_INTERLOCK;Timestamp; OCT_FOCUS_SETPOINT;Timestamp; OCT_FOCUS_POS;Timestamp; OCT_REFERENCE_ARM_SETPOINT;Timestamp; OCT_REFERENCE_ARM_POS;Timestamp; OCT_SCANNER_ANGLE;Timestamp; OCT_SCANNER_SCALE;Timestamp; OCT_SCANNER_ORIGIN_X;Timestamp; OCT_SCANNER_ORIGIN_Y;Timestamp; OCT_OPTICS_ERROR_CORRECTION_X;Timestamp; OCT_OPTICS_ERROR_CORRECTION_Y;Timestamp; LASER_OPTICS_OFFSET_X;Timestamp; LASER_OPTICS_OFFSET_Y;Timestamp; LASER_OPTICS_OFFSET_Z;Timestamp; LASER_OPTICS_POSITION_X;Timestamp; LASER_OPTICS_POSITION_Y;Timestamp; LASER_OPTICS_POSITION_Z;Timestamp; LASER_OPTICS_POSITION_R;Timestamp; LASER_OPTICS_POSITION_PHI;Timestamp; LASER_OPTICS_VELOCITY_X;Timestamp; LASER_OPTICS_VELOCITY_Y;Timestamp; LASER_OPTICS_VELOCITY_Z;Timestamp; LASER_OPTICS_SPEED;Timestamp; LASER_OPTICS_VIEWING_ANGLE;Timestamp; PFO_COMMUNICATION;Timestamp; FRAME_CALC_TIME;Timestamp; FRAME_DELAY;Timestamp; OCT_DELAY;Timestamp; OCT_SCANNER_TEMP;Timestamp; OCT_SENSOR_REFERENCE_TEMP;Timestamp; OCT_SENSOR_SAMPLE_FIBER_TEMP;Timestamp; OCT_ACQUIRED_FRAMES;Timestamp; OCT_ACQUIRED_FRAMES_RATIO;
26081.000000;0.000000;26081.000000;1082.530085;26081.000000;63.000000;26081.000000;-0.285010;26081.000000;1.000000;26081.000000;-2.997000;26081.000000;-2.997000;26081.000000;-298.575000;26081.000000;-295.720192;26081.000000;270.000000;26081.000000;0.000000;26081.000000;-0.141177;26081.000000;3.230770;26081.000000;0.000000;26081.000000;0.000000;28723.000000;0.000000;28723.000000;0.000000;28723.000000;0.000000;26081.000000;0.000000;26081.000000;0.000000;26081.000000;0.000000;26081.000000;0.000000;26081.000000;0.000000;26081.000000;0.000000;26081.000000;0.000000;26081.000000;0.000000;26081.000000;0.000000;26081.000000;0.000000;26081.000000;1.000000;26081.000000;0.220000;26081.000000;2.638000;26081.000000;2.587000;26081.000000;0.000000;26081.000000;29.795000;26081.000000;26.379999;;;;;
28200.000000;0.000000;28200.000000;1085.276855;28200.000000;63.000000;28200.000000;-0.273292;28200.000000;1.000000;28200.000000;-2.997000;28200.000000;-2.997000;28200.000000;-298.575000;28200.000000;-295.720902;28200.000000;270.000000;28200.000000;0.000000;28200.000000;-0.141177;28200.000000;3.230770;28200.000000;0.000000;28200.000000;0.000000;30824.000000;0.000000;30824.000000;0.000000;30824.000000;0.000000;28200.000000;0.000000;28200.000000;0.000000;28200.000000;0.000000;28200.000000;0.000000;28200.000000;0.000000;28200.000000;0.000000;28200.000000;0.000000;28200.000000;0.000000;28200.000000;0.000000;28200.000000;0.000000;28200.000000;1.000000;28200.000000;0.233000;28200.000000;2.620000;28200.000000;2.575000;28200.000000;0.000000;28200.000000;29.795000;28200.000000;26.379999;;;;;
30318.000000;0.000000;30318.000000;1097.167225;30318.000000;63.000000;30318.000000;-0.273292;30318.000000;1.000000;30318.000000;-2.997000;30318.000000;-2.997000;30318.000000;-298.575000;30318.000000;-295.721434;30318.000000;270.000000;30318.000000;0.000000;30318.000000;-0.141177;30318.000000;3.230770;30318.000000;0.000000;30318.000000;0.000000;32949.000000;0.000000;32949.000000;0.000000;32949.000000;0.000000;30318.000000;0.000000;30318.000000;0.000000;30318.000000;0.000000;30318.000000;0.000000;30318.000000;0.000000;30318.000000;0.000000;30318.000000;0.000000;30318.000000;0.000000;30318.000000;0.000000;30318.000000;0.000000;30318.000000;1.000000;30318.000000;0.232000;30318.000000;2.626000;30318.000000;2.581000;30318.000000;0.000000;30318.000000;29.795000;30318.000000;26.379999;;;;;
32420.000000;0.000000;32420.000000;1084.067999;32420.000000;63.000000;32420.000000;-0.261574;32420.000000;1.000000;32420.000000;-2.997000;32420.000000;-2.997000;32420.000000;-298.575000;32420.000000;-295.720192;32420.000000;270.000000;32420.000000;0.000000;32420.000000;-0.141177;32420.000000;3.230770;32420.000000;0.000000;32420.000000;0.000000;35069.000000;0.000000;35069.000000;0.000000;35069.000000;0.000000;32420.000000;0.000000;32420.000000;0.000000;32420.000000;0.000000;32420.000000;0.000000;32420.000000;0.000000;32420.000000;0.000000;32420.000000;0.000000;32420.000000;0.000000;32420.000000;0.000000;32420.000000;0.000000;32420.000000;1.000000;32420.000000;0.235000;32420.000000;2.644000;32420.000000;2.600000;32420.000000;0.000000;32420.000000;29.795000;32420.000000;26.379999;;;;;
34536.000000;0.000000;34536.000000;1083.374040;34536.000000;63.000000;34536.000000;-0.249856;34536.000000;1.000000;34536.000000;-2.997000;34536.000000;-2.997000;34536.000000;-298.575000;34536.000000;-295.720192;34536.000000;270.000000;34536.000000;0.000000;34536.000000;-0.141177;34536.000000;3.230770;34536.000000;0.000000;34536.000000;0.000000;37162.000000;0.000000;37162.000000;0.000000;37162.000000;0.000000;34536.000000;0.000000;34536.000000;0.000000;34536.000000;0.000000;34536.000000;0.000000;34536.000000;0.000000;34536.000000;0.000000;34536.000000;0.000000;34536.000000;0.000000;34536.000000;0.000000;34536.000000;0.000000;34536.000000;1.000000;34536.000000;0.239000;34536.000000;2.621000;34536.000000;2.578000;34536.000000;0.000000;34536.000000;29.795000;34536.000000;26.379999;;;;;
36663.000000;0.000000;36663.000000;1082.819719;36663.000000;63.000000;36663.000000;-0.249856;36663.000000;1.000000;36663.000000;-2.997000;36663.000000;-2.997000;36663.000000;-298.575000;36663.000000;-295.721434;36663.000000;270.000000;36663.000000;0.000000;36663.000000;-0.141177;36663.000000;3.230770;36663.000000;0.000000;36663.000000;0.000000;39291.000000;0.000000;39291.000000;0.000000;39291.000000;0.000000;36663.000000;0.000000;36663.000000;0.000000;36663.000000;0.000000;36663.000000;0.000000;36663.000000;0.000000;36663.000000;0.000000;36663.000000;0.000000;36663.000000;0.000000;36663.000000;0.000000;36663.000000;0.000000;36663.000000;1.000000;36663.000000;0.231000;36663.000000;2.623000;36663.000000;2.573000;36663.000000;0.000000;36663.000000;29.795000;36663.000000;26.379999;;;;;
38779.000000;0.000000;38779.000000;1079.066351;38779.000000;63.000000;38779.000000;-0.238138;38779.000000;1.000000;38779.000000;-2.997000;38779.000000;-2.997000;38779.000000;-298.575000;38779.000000;-295.720192;38779.000000;270.000000;38779.000000;0.000000;38779.000000;-0.141177;38779.000000;3.230770;38779.000000;0.000000;38779.000000;0.000000;41420.000000;0.000000;41420.000000;0.000000;41420.000000;0.000000;38779.000000;0.000000;38779.000000;0.000000;38779.000000;0.000000;38779.000000;0.000000;38779.000000;0.000000;38779.000000;0.000000;38779.000000;0.000000;38779.000000;0.000000;38779.000000;0.000000;38779.000000;0.000000;38779.000000;1.000000;38779.000000;0.219000;38779.000000;2.636000;38779.000000;2.587000;38779.000000;0.000000;38779.000000;29.795000;38779.000000;26.379999;;;;;
40898.000000;0.000000;40898.000000;1090.699591;40898.000000;63.000000;40898.000000;-0.226420;40898.000000;1.000000;40898.000000;-2.997000;40898.000000;-2.997000;40898.000000;-298.575000;40898.000000;-295.722676;40898.000000;270.000000;40898.000000;0.000000;40898.000000;-0.141177;40898.000000;3.230770;40898.000000;0.000000;40898.000000;0.000000;43535.000000;0.000000;43535.000000;0.000000;43535.000000;0.000000;40898.000000;0.000000;40898.000000;0.000000;40898.000000;0.000000;40898.000000;0.000000;40898.000000;0.000000;40898.000000;0.000000;40898.000000;0.000000;40898.000000;0.000000;40898.000000;0.000000;40898.000000;0.000000;40898.000000;1.000000;40898.000000;0.227000;40898.000000;2.631000;40898.000000;2.582000;40898.000000;0.000000;40898.000000;29.795000;40898.000000;26.379999;;;;;
43018.000000;0.000000;43018.000000;1099.522417;43018.000000;63.000000;43018.000000;-0.214702;43018.000000;1.000000;43018.000000;-2.997000;43018.000000;-2.997000;43018.000000;-298.575000;43018.000000;-295.722854;43018.000000;270.000000;43018.000000;0.000000;43018.000000;-0.141177;43018.000000;3.230770;43018.000000;0.000000;43018.000000;0.000000;45661.000000;0.000000;45661.000000;0.000000;45661.000000;0.000000;43018.000000;0.000000;43018.000000;0.000000;43018.000000;0.000000;43018.000000;0.000000;43018.000000;0.000000;43018.000000;0.000000;43018.000000;0.000000;43018.000000;0.000000;43018.000000;0.000000;43018.000000;0.000000;43018.000000;1.000000;43018.000000;0.231000;43018.000000;2.639000;43018.000000;2.589000;43018.000000;0.000000;43018.000000;29.795000;43018.000000;26.379999;;;;;
45135.000000;0.000000;45135.000000;1090.208979;45135.000000;63.000000;45135.000000;-0.214702;45135.000000;1.000000;45135.000000;-2.997000;45135.000000;-2.997000;45135.000000;-298.575000;45135.000000;-295.720192;45135.000000;270.000000;45135.000000;0.000000;45135.000000;-0.141177;45135.000000;3.230770;45135.000000;0.000000;45135.000000;0.000000;47808.000000;0.000000;47808.000000;0.000000;47808.000000;0.000000;45135.000000;0.000000;45135.000000;0.000000;45135.000000;0.000000;45135.000000;0.000000;45135.000000;0.000000;45135.000000;0.000000;45135.000000;0.000000;45135.000000;0.000000;45135.000000;0.000000;45135.000000;0.000000;45135.000000;1.000000;45135.000000;0.228000;45135.000000;2.668000;45135.000000;2.620000;45135.000000;0.000000;45135.000000;29.795000;45135.000000;26.379999;;;;;
47252.000000;0.000000;47252.000000;1086.213606;47252.000000;63.000000;47252.000000;-0.202984;47252.000000;1.000000;47252.000000;-2.997000;47252.000000;-2.997000;47252.000000;-298.575000;47252.000000;-295.720547;47252.000000;270.000000;47252.000000;0.000000;47252.000000;-0.141177;47252.000000;3.230770;47252.000000;0.000000;47252.000000;0.000000;49925.000000;0.000000;49925.000000;0.000000;49925.000000;0.000000;47252.000000;0.000000;47252.000000;0.000000;47252.000000;0.000000;47252.000000;0.000000;47252.000000;0.000000;47252.000000;0.000000;47252.000000;0.000000;47252.000000;0.000000;47252.000000;0.000000;47252.000000;0.000000;47252.000000;1.000000;47252.000000;0.223000;47252.000000;2.669000;47252.000000;2.621000;47252.000000;0.000000;47252.000000;29.795000;47252.000000;26.379999;;;;;
49363.000000;0.000000;49363.000000;1085.193387;49363.000000;63.000000;49363.000000;-0.202984;49363.000000;1.000000;49363.000000;-2.997000;49363.000000;-2.997000;49363.000000;-298.575000;49363.000000;-295.721967;49363.000000;270.000000;49363.000000;0.000000;49363.000000;-0.141177;49363.000000;3.230770;49363.000000;0.000000;49363.000000;0.000000;52012.000000;0.000000;52012.000000;0.000000;52012.000000;0.000000;49363.000000;0.000000;49363.000000;0.000000;49363.000000;0.000000;49363.000000;0.000000;49363.000000;0.000000;49363.000000;0.000000;49363.000000;0.000000;49363.000000;0.000000;49363.000000;0.000000;49363.000000;0.000000;49363.000000;1.000000;49363.000000;0.231000;49363.000000;2.645000;49363.000000;2.597000;49363.000000;0.000000;49363.000000;29.795000;49363.000000;26.379999;;;;;
51480.000000;0.000000;51480.000000;1087.486034;51480.000000;63.000000;51480.000000;-0.191266;51480.000000;1.000000;51480.000000;-2.997000;51480.000000;-2.997000;51480.000000;-298.575000;51480.000000;-295.720192;51480.000000;270.000000;51480.000000;0.000000;51480.000000;-0.141177;51480.000000;3.230770;51480.000000;0.000000;51480.000000;0.000000;54175.000000;0.000000;54175.000000;0.000000;54175.000000;0.000000;51480.000000;0.000000;51480.000000;0.000000;51480.000000;0.000000;51480.000000;0.000000;51480.000000;0.000000;51480.000000;0.000000;51480.000000;0.000000;51480.000000;0.000000;51480.000000;0.000000;51480.000000;0.000000;51480.000000;1.000000;51480.000000;0.445000;51480.000000;2.691000;51480.000000;2.632000;51480.000000;0.000000;51480.000000;29.795000;51480.000000;26.379999;;;;;
53586.000000;0.000000;53586.000000;1074.819009;53586.000000;63.000000;53586.000000;-0.191266;53586.000000;1.000000;53586.000000;-2.997000;53586.000000;-2.997000;53586.000000;-298.575000;53586.000000;-295.720192;53586.000000;270.000000;53586.000000;0.000000;53586.000000;-0.141177;53586.000000;3.230770;53586.000000;0.000000;53586.000000;0.000000;56270.000000;0.000000;56270.000000;0.000000;56270.000000;0.000000;53586.000000;0.000000;53586.000000;0.000000;53586.000000;0.000000;53586.000000;0.000000;53586.000000;0.000000;53586.000000;0.000000;53586.000000;0.000000;53586.000000;0.000000;53586.000000;0.000000;53586.000000;0.000000;53586.000000;1.000000;53586.000000;0.229000;53586.000000;2.679000;53586.000000;2.619000;53586.000000;0.000000;53586.000000;29.795000;53586.000000;26.379999;;;;;
55703.000000;0.000000;55703.000000;1075.477883;55703.000000;63.000000;55703.000000;-0.191266;55703.000000;1.000000;55703.000000;-2.997000;55703.000000;-2.997000;55703.000000;-298.575000;55703.000000;-295.721257;55703.000000;270.000000;55703.000000;0.000000;55703.000000;-0.141177;55703.000000;3.230770;55703.000000;0.000000;55703.000000;0.000000;58326.000000;0.000000;58326.000000;0.000000;58326.000000;0.000000;55703.000000;0.000000;55703.000000;0.000000;55703.000000;0.000000;55703.000000;0.000000;55703.000000;0.000000;55703.000000;0.000000;55703.000000;0.000000;55703.000000;0.000000;55703.000000;0.000000;55703.000000;0.000000;55703.000000;1.000000;55703.000000;0.234000;55703.000000;2.617000;55703.000000;2.571000;55703.000000;0.000000;55703.000000;29.795000;55703.000000;26.379999;;;;;
57821.000000;0.000000;57821.000000;1075.404713;57821.000000;63.000000;57821.000000;-0.191266;57821.000000;1.000000;57821.000000;-2.997000;57821.000000;-2.997000;57821.000000;-298.575000;57821.000000;-295.722676;57821.000000;270.000000;57821.000000;0.000000;57821.000000;-0.141177;57821.000000;3.230770;57821.000000;0.000000;57821.000000;0.000000;60509.000000;0.000000;60509.000000;0.000000;60509.000000;0.000000;57821.000000;0.000000;57821.000000;0.000000;57821.000000;0.000000;57821.000000;0.000000;57821.000000;0.000000;57821.000000;0.000000;57821.000000;0.000000;57821.000000;0.000000;57821.000000;0.000000;57821.000000;0.000000;57821.000000;1.000000;57821.000000;0.242000;57821.000000;2.682000;57821.000000;2.621000;57821.000000;0.000000;57821.000000;29.795000;57821.000000;26.379999;;;;;
59949.000000;0.000000;59949.000000;1078.392600;59949.000000;63.000000;59949.000000;-0.191266;59949.000000;1.000000;59949.000000;-2.997000;59949.000000;-2.997000;59949.000000;-298.575000;59949.000000;-295.720192;59949.000000;270.000000;59949.000000;0.000000;59949.000000;-0.141177;59949.000000;3.230770;59949.000000;0.000000;59949.000000;0.000000;62627.000000;0.000000;62627.000000;0.000000;62627.000000;0.000000;59949.000000;0.000000;59949.000000;0.000000;59949.000000;0.000000;59949.000000;0.000000;59949.000000;0.000000;59949.000000;0.000000;59949.000000;0.000000;59949.000000;0.000000;59949.000000;0.000000;59949.000000;0.000000;59949.000000;1.000000;59949.000000;0.245000;59949.000000;2.672000;59949.000000;2.617000;59949.000000;0.000000;59949.000000;29.795000;59949.000000;26.379999;;;;;
62068.000000;0.000000;62068.000000;1069.712208;62068.000000;63.000000;62068.000000;-0.191266;62068.000000;1.000000;62068.000000;-2.997000;62068.000000;-2.997000;62068.000000;-298.575000;62068.000000;-295.720192;62068.000000;270.000000;62068.000000;0.000000;62068.000000;-0.141177;62068.000000;3.230770;62068.000000;0.000000;62068.000000;0.000000;64747.000000;0.000000;64747.000000;0.000000;64747.000000;0.000000;62068.000000;0.000000;62068.000000;0.000000;62068.000000;0.000000;62068.000000;0.000000;62068.000000;0.000000;62068.000000;0.000000;62068.000000;0.000000;62068.000000;0.000000;62068.000000;0.000000;62068.000000;0.000000;62068.000000;1.000000;62068.000000;0.215000;62068.000000;2.674000;62068.000000;2.620000;62068.000000;0.000000;62068.000000;29.795000;62068.000000;26.379999;;;;;
64185.000000;0.000000;64185.000000;1071.932101;64185.000000;63.000000;64185.000000;-0.191266;64185.000000;1.000000;64185.000000;-2.997000;64185.000000;-2.997000;64185.000000;-298.575000;64185.000000;-295.723741;64185.000000;270.000000;64185.000000;0.000000;64185.000000;-0.141177;64185.000000;3.230770;64185.000000;0.000000;64185.000000;0.000000;66838.000000;0.000000;66838.000000;0.000000;66838.000000;0.000000;64185.000000;0.000000;64185.000000;0.000000;64185.000000;0.000000;64185.000000;0.000000;64185.000000;0.000000;64185.000000;0.000000;64185.000000;0.000000;64185.000000;0.000000;64185.000000;0.000000;64185.000000;0.000000;64185.000000;1.000000;64185.000000;0.222000;64185.000000;2.648000;64185.000000;2.595000;64185.000000;0.000000;64185.000000;29.795000;64185.000000;26.379999;;;;;
66287.000000;0.000000;66287.000000;1070.313865;66287.000000;63.000000;66287.000000;-0.191266;66287.000000;1.000000;66287.000000;-2.997000;66287.000000;-2.997000;66287.000000;-298.575000;66287.000000;-295.722676;66287.000000;270.000000;66287.000000;0.000000;66287.000000;-0.141177;66287.000000;3.230770;66287.000000;0.000000;66287.000000;0.000000;68934.000000;0.000000;68934.000000;0.000000;68934.000000;0.000000;66287.000000;0.000000;66287.000000;0.000000;66287.000000;0.000000;66287.000000;0.000000;66287.000000;0.000000;66287.000000;0.000000;66287.000000;0.000000;66287.000000;0.000000;66287.000000;0.000000;66287.000000;0.000000;66287.000000;1.000000;66287.000000;0.210000;66287.000000;2.643000;66287.000000;2.589000;66287.000000;0.000000;66287.000000;29.795000;66287.000000;26.379999;;;;;
